thread_id,total_steal_attempts,successful_steals,attempts_before_first_success,work_time,steal_setup_time,steal_waiting,pop_waiting,pop_waiting_other,push_waiting,push_waiting_other,other_time,spawns,spawns_other,total_stolen_jobs,total_stolen_jobs_other,sync_loop_iters,sync_loop_iters_other
19,0,49,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,84310,0,44,0,0,0
49,0,63,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,69102,0,46,0,0,0
52,0,48,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,59517,0,41,0,0,0
51,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,79007,0,44,0,0,0
60,0,59,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,68205,0,47,0,0,0
39,0,76,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,72764,0,58,0,0,0
29,0,51,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,67345,0,49,0,0,0
32,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,63487,0,47,0,0,0
12,0,51,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,78089,0,55,0,0,0
10,0,43,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,80630,0,45,0,0,0
9,0,40,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,91080,0,54,0,0,0
13,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,68443,0,42,0,0,0
16,0,65,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,87121,0,42,0,0,0
14,0,47,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,104650,0,56,0,0,0
33,0,54,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,95482,0,47,0,0,0
34,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,91791,0,49,0,0,0
4,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,99813,0,61,0,0,0
1,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,81591,0,44,0,0,0
3,0,42,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,98484,0,45,0,0,0
42,0,55,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,69478,0,50,0,0,0
56,0,61,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,73761,0,46,0,0,0
27,0,45,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,77441,0,53,0,0,0
17,0,55,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,61422,0,37,0,0,0
20,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,82111,0,33,0,0,0
5,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,78659,0,40,0,0,0
7,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,64565,0,45,0,0,0
6,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,68448,0,33,0,0,0
47,0,50,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,100547,0,55,0,0,0
63,0,37,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,80770,0,29,0,0,0
61,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,86724,0,42,0,0,0
62,0,58,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,66358,0,44,0,0,0
24,0,65,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,76709,0,49,0,0,0
21,0,50,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,68392,0,50,0,0,0
22,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,71530,0,36,0,0,0
