thread_id,total_steal_attempts,successful_steals,attempts_before_first_success,work_time,steal_setup_time,steal_waiting,pop_waiting,pop_waiting_other,push_waiting,push_waiting_other,other_time,spawns,spawns_other,total_stolen_jobs,total_stolen_jobs_other,sync_loop_iters,sync_loop_iters_other
47,0,67,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,83263,0,57,0,0,0
48,0,54,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,68698,0,54,0,0,0
32,0,41,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,67058,0,43,0,0,0
3,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,76456,0,46,0,0,0
4,0,40,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,103028,0,48,0,0,0
40,0,51,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,77537,0,49,0,0,0
63,0,54,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,87103,0,51,0,0,0
10,0,53,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,65172,0,58,0,0,0
18,0,45,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,77924,0,48,0,0,0
54,0,74,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,77132,0,54,0,0,0
2,0,50,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,109087,0,52,0,0,0
39,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,90277,0,47,0,0,0
12,0,55,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,69359,0,42,0,0,0
16,0,52,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,66869,0,52,0,0,0
14,0,56,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,86031,0,40,0,0,0
13,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,67724,0,50,0,0,0
15,0,47,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,84967,0,36,0,0,0
5,0,48,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,82463,0,46,0,0,0
55,0,56,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,72187,0,49,0,0,0
59,0,53,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,66830,0,51,0,0,0
9,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,81993,0,54,0,0,0
11,0,64,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,69499,0,45,0,0,0
41,0,51,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,92594,0,46,0,0,0
8,0,51,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,81559,0,58,0,0,0
33,0,67,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,73972,0,49,0,0,0
34,0,58,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,81688,0,42,0,0,0
62,0,46,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,76404,0,59,0,0,0
28,0,67,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,65783,0,49,0,0,0
25,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,79094,0,41,0,0,0
22,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,63108,0,45,0,0,0
35,0,50,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,100244,0,54,0,0,0
56,0,66,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,71033,0,39,0,0,0
30,0,45,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,64116,0,40,0,0,0
31,0,60,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,68365,0,57,0,0,0
50,0,55,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,73553,0,38,0,0,0
17,0,42,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,85366,0,49,0,0,0
19,0,68,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,67232,0,39,0,0,0
43,0,47,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,77496,0,52,0,0,0
26,0,58,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,70510,0,40,0,0,0
46,0,58,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,82824,0,60,0,0,0
45,0,42,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,67328,0,46,0,0,0
36,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,79029,0,48,0,0,0
61,0,53,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,75176,0,50,0,0,0
1,0,60,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,81116,0,45,0,0,0
49,0,44,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,81377,0,50,0,0,0
52,0,48,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,74213,0,48,0,0,0
57,0,61,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,74392,0,52,0,0,0
44,0,42,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,68097,0,53,0,0,0
42,0,68,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,73460,0,45,0,0,0
27,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,74381,0,54,0,0,0
21,0,56,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,73824,0,51,0,0,0
23,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,73486,0,40,0,0,0
38,0,53,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,63259,0,54,0,0,0
7,0,27,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,91798,0,42,0,0,0
6,0,55,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,69658,0,60,0,0,0
60,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,99101,0,55,0,0,0
58,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,98416,0,31,0,0,0
29,0,57,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,74393,0,54,0,0,0
51,0,44,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,74760,0,72,0,0,0
37,0,67,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,69709,0,52,0,0,0
20,0,40,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,75331,0,53,0,0,0
53,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,79454,0,48,0,0,0
24,0,58,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,76465,0,57,0,0,0
0,0,18,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,127413,0,53,0,0,0
