thread_id,total_steal_attempts,successful_steals,attempts_before_first_success,work_time,steal_setup_time,steal_waiting,pop_waiting,pop_waiting_other,push_waiting,push_waiting_other,other_time,spawns,spawns_other,total_stolen_jobs,total_stolen_jobs_other,sync_loop_iters,sync_loop_iters_other
48,0,61,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,80118,0,42,0,0,0
50,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,76614,0,44,0,0,0
11,0,41,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,74416,0,46,0,0,0
43,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,68938,0,41,0,0,0
19,0,56,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,83762,0,53,0,0,0
2,0,37,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,66804,0,43,0,0,0
1,0,56,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,81155,0,66,0,0,0
63,0,45,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,102477,0,45,0,0,0
60,0,45,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,76500,0,41,0,0,0
14,0,56,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,72455,0,45,0,0,0
40,0,65,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,67094,0,34,0,0,0
39,0,44,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,81732,0,37,0,0,0
42,0,37,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,68512,0,40,0,0,0
57,0,51,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,74694,0,48,0,0,0
54,0,41,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,70591,0,47,0,0,0
32,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,89732,0,45,0,0,0
52,0,41,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,97096,0,51,0,0,0
