thread_id,total_steal_attempts,successful_steals,attempts_before_first_success,work_time,steal_setup_time,steal_waiting,pop_waiting,pop_waiting_other,push_waiting,push_waiting_other,other_time,spawns,spawns_other,total_stolen_jobs,total_stolen_jobs_other,sync_loop_iters,sync_loop_iters_other
4,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,40306,0,84,0,0,0
46,0,91,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,69226,0,73,0,0,0
7,0,73,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,42379,0,61,0,0,0
3,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,55742,0,67,0,0,0
12,0,69,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142291,0,70,0,0,0
27,0,16,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144917,0,62,0,0,0
26,0,128,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,185210,0,63,0,0,0
44,0,95,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,187703,0,71,0,0,0
43,0,68,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,86937,0,72,0,0,0
33,0,70,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142313,0,79,0,0,0
9,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,167875,0,78,0,0,0
6,0,62,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,115540,0,62,0,0,0
35,0,81,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,150297,0,63,0,0,0
18,0,57,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,125494,0,81,0,0,0
34,0,64,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,129727,0,64,0,0,0
49,0,74,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,29244,0,95,0,0,0
50,0,53,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,137925,0,85,0,0,0
52,0,64,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,29079,0,72,0,0,0
14,0,99,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,124883,0,81,0,0,0
51,0,50,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,117402,0,81,0,0,0
28,0,78,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139851,0,72,0,0,0
25,0,110,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,145636,0,72,0,0,0
11,0,71,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,17048,0,60,0,0,0
17,0,40,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,188836,0,76,0,0,0
19,0,104,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,230061,0,64,0,0,0
24,0,88,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,196127,0,77,0,0,0
59,0,52,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,36254,0,90,0,0,0
21,0,116,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,229300,0,61,0,0,0
23,0,111,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,172800,0,74,0,0,0
39,0,97,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,194512,0,58,0,0,0
48,0,119,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,164119,0,69,0,0,0
45,0,72,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,87965,0,79,0,0,0
61,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,99509,0,83,0,0,0
5,0,62,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,71369,0,66,0,0,0
15,0,69,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,145525,0,87,0,0,0
30,0,58,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,133499,0,75,0,0,0
22,0,81,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139104,0,71,0,0,0
58,0,82,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,224039,0,98,0,0,0
42,0,81,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,188540,0,86,0,0,0
36,0,85,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,155785,0,64,0,0,0
55,0,98,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,193182,0,76,0,0,0
54,0,15,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,31861,0,79,0,0,0
63,0,82,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,156712,0,73,0,0,0
1,0,105,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,66797,0,58,0,0,0
2,0,75,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,111585,0,65,0,0,0
32,0,112,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,172637,0,68,0,0,0
10,0,142,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,231775,0,60,0,0,0
47,0,82,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,150000,0,88,0,0,0
31,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,163208,0,70,0,0,0
29,0,61,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,109875,0,75,0,0,0
40,0,104,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,159358,0,79,0,0,0
57,0,69,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,112228,0,81,0,0,0
20,0,97,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,172775,0,68,0,0,0
60,0,70,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,43120,0,83,0,0,0
8,0,62,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,39153,0,61,0,0,0
62,0,58,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,227428,0,83,0,0,0
53,0,43,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,40010,0,81,0,0,0
41,0,92,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,163611,0,73,0,0,0
56,0,92,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,132834,0,75,0,0,0
13,0,115,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,151112,0,71,0,0,0
37,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,121310,0,91,0,0,0
38,0,52,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,137477,0,85,0,0,0
16,0,64,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,20477,0,74,0,0,0
0,0,49,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,11806,0,78,0,0,0
