thread_id,total_steal_attempts,successful_steals,attempts_before_first_success,work_time,steal_setup_time,steal_waiting,pop_waiting,pop_waiting_other,push_waiting,push_waiting_other,other_time,spawns,spawns_other,total_stolen_jobs,total_stolen_jobs_other,sync_loop_iters,sync_loop_iters_other
12,0,63,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33250,0,42,0,0,0
22,0,48,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33187,0,48,0,0,0
35,0,61,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32270,0,55,0,0,0
30,0,58,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33285,0,49,0,0,0
59,0,40,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32011,0,44,0,0,0
58,0,16,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32914,0,40,0,0,0
18,0,43,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32858,0,40,0,0,0
10,0,45,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33019,0,54,0,0,0
16,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33187,0,40,0,0,0
13,0,59,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33201,0,47,0,0,0
36,0,56,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32851,0,41,0,0,0
19,0,49,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33110,0,35,0,0,0
20,0,40,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33068,0,44,0,0,0
25,0,50,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32956,0,54,0,0,0
26,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33278,0,41,0,0,0
5,0,41,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33166,0,41,0,0,0
21,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32697,0,30,0,0,0
15,0,44,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33313,0,41,0,0,0
63,0,22,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32221,0,30,0,0,0
3,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32984,0,45,0,0,0
1,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33089,0,37,0,0,0
28,0,43,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33369,0,57,0,0,0
7,0,46,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33292,0,23,0,0,0
11,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33355,0,49,0,0,0
4,0,54,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33061,0,37,0,0,0
17,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32809,0,41,0,0,0
41,0,55,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32963,0,47,0,0,0
8,0,45,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32732,0,54,0,0,0
9,0,44,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33173,0,52,0,0,0
37,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33005,0,46,0,0,0
29,0,41,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33299,0,45,0,0,0
32,0,51,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33320,0,41,0,0,0
2,0,57,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32571,0,59,0,0,0
43,0,53,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32795,0,49,0,0,0
50,0,67,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32613,0,59,0,0,0
61,0,45,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,31843,0,58,0,0,0
46,0,43,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32326,0,34,0,0,0
47,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32900,0,45,0,0,0
45,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32382,0,50,0,0,0
48,0,47,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32417,0,42,0,0,0
54,0,53,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32795,0,42,0,0,0
56,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32480,0,42,0,0,0
53,0,59,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32249,0,46,0,0,0
33,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32354,0,54,0,0,0
44,0,62,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,32221,0,49,0,0,0
31,0,41,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,33243,0,47,0,0,0
