thread_id,total_steal_attempts,successful_steals,attempts_before_first_success,work_time,steal_setup_time,steal_waiting,pop_waiting,pop_waiting_other,push_waiting,push_waiting_other,other_time,spawns,spawns_other,total_stolen_jobs,total_stolen_jobs_other,sync_loop_iters,sync_loop_iters_other
7,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140811,0,40,0,0,0
4,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,143049,0,34,0,0,0
33,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139152,0,30,0,0,0
46,0,40,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142395,0,35,0,0,0
45,0,44,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,141917,0,41,0,0,0
17,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140774,0,36,0,0,0
18,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,141007,0,31,0,0,0
62,0,22,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,149388,0,27,0,0,0
52,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,135453,0,31,0,0,0
51,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,145492,0,33,0,0,0
11,0,23,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142909,0,25,0,0,0
24,0,22,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144258,0,33,0,0,0
22,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140978,0,29,0,0,0
31,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,141398,0,38,0,0,0
25,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140269,0,24,0,0,0
8,0,27,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,152960,0,36,0,0,0
6,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144277,0,39,0,0,0
48,0,41,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,141184,0,38,0,0,0
58,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138170,0,37,0,0,0
14,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142036,0,35,0,0,0
13,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,148060,0,32,0,0,0
55,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142914,0,32,0,0,0
32,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140286,0,24,0,0,0
20,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,137871,0,35,0,0,0
37,0,37,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139798,0,32,0,0,0
38,0,40,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138676,0,34,0,0,0
15,0,24,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142182,0,28,0,0,0
10,0,24,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,137961,0,40,0,0,0
21,0,37,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142638,0,36,0,0,0
43,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142487,0,34,0,0,0
2,0,42,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,143868,0,37,0,0,0
63,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,141482,0,36,0,0,0
26,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144133,0,32,0,0,0
23,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140769,0,39,0,0,0
56,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140334,0,44,0,0,0
12,0,42,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144315,0,31,0,0,0
28,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,151544,0,31,0,0,0
61,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,137609,0,43,0,0,0
59,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140037,0,30,0,0,0
53,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138659,0,39,0,0,0
30,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,149331,0,37,0,0,0
47,0,47,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,143254,0,37,0,0,0
60,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142343,0,38,0,0,0
57,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140245,0,33,0,0,0
35,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,136264,0,37,0,0,0
54,0,25,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144344,0,28,0,0,0
