thread_id,total_steal_attempts,successful_steals,attempts_before_first_success,work_time,steal_setup_time,steal_waiting,pop_waiting,pop_waiting_other,push_waiting,push_waiting_other,other_time,spawns,spawns_other,total_stolen_jobs,total_stolen_jobs_other,sync_loop_iters,sync_loop_iters_other
24,0,20,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144270,0,24,0,0,0
59,0,25,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140622,0,40,0,0,0
3,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138377,0,20,0,0,0
61,0,27,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,143896,0,39,0,0,0
25,0,27,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142772,0,24,0,0,0
6,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138136,0,24,0,0,0
46,0,23,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144175,0,26,0,0,0
49,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138589,0,41,0,0,0
52,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139602,0,33,0,0,0
20,0,26,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,137160,0,30,0,0,0
33,0,26,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140820,0,32,0,0,0
18,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,145732,0,28,0,0,0
43,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138216,0,23,0,0,0
42,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,153022,0,34,0,0,0
22,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139985,0,24,0,0,0
56,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,135687,0,24,0,0,0
55,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,145571,0,34,0,0,0
63,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,145294,0,33,0,0,0
29,0,18,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,148249,0,33,0,0,0
19,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,145130,0,23,0,0,0
27,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140949,0,39,0,0,0
47,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142294,0,22,0,0,0
34,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,141942,0,35,0,0,0
36,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,136336,0,26,0,0,0
35,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,143733,0,27,0,0,0
10,0,41,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,141640,0,31,0,0,0
17,0,27,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139269,0,25,0,0,0
45,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140792,0,46,0,0,0
4,0,27,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138500,0,21,0,0,0
1,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140435,0,35,0,0,0
32,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,141776,0,24,0,0,0
16,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144179,0,31,0,0,0
44,0,27,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,136874,0,35,0,0,0
41,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,136408,0,25,0,0,0
8,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,141449,0,39,0,0,0
7,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138243,0,29,0,0,0
28,0,22,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,147997,0,24,0,0,0
5,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140578,0,26,0,0,0
53,0,21,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139967,0,22,0,0,0
26,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144719,0,25,0,0,0
57,0,24,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138768,0,22,0,0,0
30,0,25,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,149752,0,27,0,0,0
54,0,20,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,137709,0,24,0,0,0
60,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139902,0,33,0,0,0
23,0,44,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142631,0,42,0,0,0
12,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,140707,0,27,0,0,0
31,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,155532,0,33,0,0,0
39,0,20,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142231,0,31,0,0,0
37,0,20,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144488,0,31,0,0,0
21,0,37,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142008,0,33,0,0,0
9,0,24,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144733,0,32,0,0,0
58,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,138034,0,41,0,0,0
14,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,139434,0,29,0,0,0
38,0,23,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,143030,0,30,0,0,0
40,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,142329,0,29,0,0,0
13,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,145044,0,19,0,0,0
2,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,144715,0,39,0,0,0
