thread_id,total_steal_attempts,successful_steals,attempts_before_first_success,work_time,steal_setup_time,steal_waiting,pop_waiting,pop_waiting_other,push_waiting,push_waiting_other,other_time,spawns,spawns_other,total_stolen_jobs,total_stolen_jobs_other,sync_loop_iters,sync_loop_iters_other
46,0,167,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1287,0,147,0,0,0
53,0,174,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1323,0,135,0,0,0
56,0,147,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1407,0,160,0,0,0
54,0,133,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1338,0,141,0,0,0
55,0,151,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1407,0,130,0,0,0
49,0,113,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1470,0,145,0,0,0
52,0,147,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1374,0,120,0,0,0
50,0,127,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1374,0,154,0,0,0
39,0,134,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1332,0,134,0,0,0
40,0,148,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1290,0,131,0,0,0
63,0,144,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1404,0,136,0,0,0
61,0,141,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1413,0,129,0,0,0
38,0,137,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1371,0,160,0,0,0
34,0,128,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1374,0,164,0,0,0
11,0,119,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1416,0,141,0,0,0
9,0,123,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1434,0,124,0,0,0
10,0,140,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1371,0,128,0,0,0
2,0,143,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1341,0,133,0,0,0
47,0,118,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1395,0,153,0,0,0
12,0,135,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1413,0,136,0,0,0
44,0,150,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1407,0,124,0,0,0
1,0,165,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1371,0,131,0,0,0
4,0,134,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1302,0,131,0,0,0
3,0,133,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1479,0,141,0,0,0
62,0,129,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1362,0,149,0,0,0
48,0,151,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1371,0,151,0,0,0
36,0,119,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1434,0,145,0,0,0
32,0,153,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,1311,0,141,0,0,0
