thread_id,total_steal_attempts,successful_steals,attempts_before_first_success,work_time,steal_setup_time,steal_waiting,pop_waiting,pop_waiting_other,push_waiting,push_waiting_other,other_time,spawns,spawns_other,total_stolen_jobs,total_stolen_jobs_other,sync_loop_iters,sync_loop_iters_other
32,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12919,0,27,0,0,0
30,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12964,0,21,0,0,0
29,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13087,0,36,0,0,0
57,0,25,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12892,0,34,0,0,0
20,0,22,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12862,0,22,0,0,0
17,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13046,0,31,0,0,0
11,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13012,0,30,0,0,0
13,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13014,0,22,0,0,0
24,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12942,0,24,0,0,0
45,0,38,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13000,0,40,0,0,0
10,0,20,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13041,0,21,0,0,0
12,0,26,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13145,0,36,0,0,0
60,0,20,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12979,0,22,0,0,0
61,0,17,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13088,0,19,0,0,0
49,0,24,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13111,0,25,0,0,0
51,0,25,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12895,0,26,0,0,0
15,0,27,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12942,0,29,0,0,0
33,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13084,0,30,0,0,0
63,0,28,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13086,0,24,0,0,0
27,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12968,0,37,0,0,0
50,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13086,0,28,0,0,0
62,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12928,0,27,0,0,0
35,0,23,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13182,0,24,0,0,0
16,0,31,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12966,0,29,0,0,0
58,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12936,0,31,0,0,0
3,0,30,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12899,0,29,0,0,0
36,0,29,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12797,0,24,0,0,0
28,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13140,0,33,0,0,0
5,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12978,0,32,0,0,0
37,0,36,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12999,0,29,0,0,0
4,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13118,0,31,0,0,0
1,0,32,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12934,0,28,0,0,0
6,0,35,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13188,0,31,0,0,0
8,0,39,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13076,0,30,0,0,0
7,0,26,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13013,0,34,0,0,0
25,0,21,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13023,0,22,0,0,0
14,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12876,0,33,0,0,0
31,0,20,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12972,0,24,0,0,0
38,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13087,0,39,0,0,0
41,0,23,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12963,0,25,0,0,0
18,0,25,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13058,0,28,0,0,0
42,0,26,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12915,0,33,0,0,0
43,0,21,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13064,0,26,0,0,0
48,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12854,0,28,0,0,0
21,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13073,0,30,0,0,0
26,0,34,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12866,0,30,0,0,0
52,0,33,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,12907,0,22,0,0,0
9,0,22,0,0ns,0ns,0ns,0ns,0ns,0ns,0ns,0ns,13119,0,34,0,0,0
